avg_degree,avg_betweenness_centrality,diameter,girth,num_nodes,num_edges,k0_nullity,k0_low_lying_density,k0_trace,k0_spectral_moment_2,k0_quasi_wiener_index,k0_spanning_tree_number,k1_nullity,k1_low_lying_density,k1_trace,k1_spectral_moment_2,k1_quasi_wiener_index,k1_spanning_tree_number,k2_nullity,k2_low_lying_density,k2_trace,k2_spectral_moment_2,k2_quasi_wiener_index,k2_spanning_tree_number,graph_type,p,instance,epsilon
12.8,0.015884353741496597,3.0,3.0,50,320,1,1,640.0000000000001,9278.0,212.52535681022843,119.09084071903614,0,55,1698.9999999999995,16638.999999999996,139120.1228584222,348.660783108282,58,131,1059.0000000000002,6289.000000000002,261849.08438705775,192.9878759815299,erdos_renyi,0.25,13.0,
12.88,0.015884353741496594,3.0,3.0,50,322,1,1,644.0,9525.999999999996,215.1234818541522,118.95600640234404,0,61,1744.9999999999998,17400.999999999993,15031024.383004365,300.1271426239736,85,151,1101.0000000000002,7091.000000000003,206387.52064275037,219.78552746570216,erdos_renyi,0.25,14.0,
11.88,0.016309523809523812,3.0,3.0,50,297,1,1,594.0,7910.000000000002,225.9080779547674,115.73268812553766,17,73,1398.0000000000002,12910.000000000004,516014.04866879375,249.39877544775,37,90,804.0,4440.000000000001,71393.68786369801,170.37927024675585,erdos_renyi,0.25,15.0,
12.64,0.016088435374149657,3.0,3.0,50,316,1,1,631.9999999999999,9147.999999999996,217.0973357280823,118.21339780489565,0,60,1685.0,16666.999999999996,1380578.408492164,295.2237624857129,69,138,1053.0,6606.999999999999,194789.95099546827,194.29521642507532,erdos_renyi,0.25,16.0,
11.88,0.016462585034013603,3.0,3.0,50,297,1,1,594.0,8036.000000000001,228.86557427293286,115.37095492348678,29,81,1383.0,13303.000000000002,277159.5034773445,258.70240571398233,44,91,788.9999999999998,4498.999999999997,59533.72992474513,172.42632319787307,erdos_renyi,0.25,17.0,
11.4,0.016989795918367346,3.0,3.0,50,285,1,1,570.0,7476.0,242.7628804649826,112.99004302073467,7,72,1311.0,12127.000000000002,7297729.397290054,183.75157086292006,18,78,741.0000000000001,3946.999999999999,172578.6038806635,132.22630050865132,erdos_renyi,0.25,18.0,
11.88,0.016581632653061226,3.0,3.0,50,297,1,1,593.9999999999999,8112.0,234.1597657240976,114.92561866982432,0,68,1473.0,14351.000000000002,605795166.1705582,174.15700704116446,43,107,878.9999999999999,5199.0,143996.83157513436,158.75500845598722,erdos_renyi,0.25,19.0,
14.48,0.014931972789115646,3.0,3.0,50,362,1,1,724.0000000000001,11668.000000000004,184.051083898661,125.6176871693895,0,44,2230.0,23465.999999999996,311282.1169652438,475.97124531780395,157,229,1505.9999999999998,10582.0,206666.6771713775,310.18297826469416,erdos_renyi,0.30000000000000004,0.0,
13.84,0.015323129251700677,3.0,3.0,50,346,1,1,692.0,10889.999999999995,200.01227839487217,122.66324296240909,0,48,2075.0,21683.0,177228.30311549176,441.118512351156,136,206,1383.0,9576.999999999998,236509.44208816704,274.8001904221123,erdos_renyi,0.30000000000000004,1.0,
14.24,0.014948979591836735,3.0,3.0,50,356,1,1,712.0,11302.000000000002,186.96102786843318,124.79293743533187,0,40,2202.9999999999995,22876.999999999993,184766.23430260574,484.30098987997627,162,226,1491.0000000000002,10503.000000000004,153913.0615301285,322.69878938393845,erdos_renyi,0.30000000000000004,2.0,
14.72,0.014676870748299318,3.0,3.0,50,368,1,1,736.0,12160.0,181.1649187119189,126.33580310746275,0,37,2380.0,25726.0,130324.45025497925,524.1062174792208,191,260,1643.9999999999998,12141.999999999998,246666.21368269142,340.9119795013139,erdos_renyi,0.30000000000000004,3.0,
14.64,0.01479591836734694,3.0,3.0,50,366,1,1,732.0000000000002,12046.00000000001,183.52620599251387,125.93175031094542,0,47,2352.0,25822.0,138985.9721686695,498.0290624002093,195,266,1620.0000000000002,12256.000000000004,144156.525374027,346.0726777570261,erdos_renyi,0.30000000000000004,4.0,
15.36,0.014455782312925167,3.0,3.0,50,384,1,1,768.0000000000001,13080.0,173.84088603297036,128.5399890801553,0,32,2616.0,28806.000000000004,629312.1328794728,568.1515508119286,250,306,1847.9999999999998,14237.999999999998,164369.859681654,411.5283051377499,erdos_renyi,0.30000000000000004,5.0,
15.24,0.014421768707482994,3.0,3.0,50,381,1,1,762.0,12860.0,173.80291084433912,128.2638805960685,0,40,2501.9999999999995,27239.999999999996,300032.3057196087,538.1588134545118,219,282,1740.0000000000005,12844.000000000004,186259.91074576683,382.3376739934028,erdos_renyi,0.30000000000000004,6.0,
16.52,0.013826530612244899,3.0,3.0,50,413,1,1,825.9999999999999,14903.999999999998,156.47671934483688,132.7234409368622,0,32,2845.0,32255.0,68200.33488616715,637.6524867192063,269,336,2019.0,15527.000000000004,189599.42908104765,452.77080177141704,erdos_renyi,0.30000000000000004,7.0,
13.84,0.015306122448979591,3.0,3.0,50,346,1,1,692.0000000000001,10764.000000000002,195.20730946746494,123.10769191934563,0,50,1985.0,20520.999999999993,150579.59036820428,416.87856530129517,104,178,1292.9999999999995,8332.999999999998,205067.38157971183,258.1418816121815,erdos_renyi,0.30000000000000004,8.0,
15.24,0.014438775510204081,3.0,3.0,50,381,1,1,761.9999999999999,12805.999999999998,172.06588858013703,128.46246609909065,0,35,2460.0,27037.999999999993,100824.00181502133,541.9933787704239,194,263,1698.0,12328.000000000004,197608.46899586747,365.57267197364536,erdos_renyi,0.30000000000000004,9.0,
13.88,0.015306122448979588,3.0,3.0,50,347,1,1,694.0000000000001,10782.000000000002,193.29306886047877,123.37916284948518,0,52,2038.0,20945.999999999996,406346.16148380225,420.5256710125465,126,197,1344.0,9075.999999999998,248129.72204115798,268.0105408691865,erdos_renyi,0.30000000000000004,10.0,
14.6,0.014812925170068023,3.0,3.0,50,365,1,1,729.9999999999999,11917.999999999998,183.4094805706349,125.89977008560867,0,44,2254.0,24242.0,279420.52649647073,478.6504516928502,164,231,1524.0,10836.000000000002,181245.93393354528,324.48350976359734,erdos_renyi,0.30000000000000004,11.0,
14.08,0.015034013605442176,3.0,3.0,50,352,1,1,703.9999999999999,11071.999999999998,187.98778264601626,124.30732325398917,0,54,2036.0,20926.0,390522.66987884976,424.1448599729026,113,189,1332.0,8862.0,225009.3999131317,264.05483508022917,erdos_renyi,0.30000000000000004,12.0,
15.4,0.014387755102040817,3.0,3.0,50,385,1,1,770.0000000000001,13148.000000000004,171.7405013870891,128.79118836340606,0,25,2648.0,29347.999999999993,49507.31172229502,603.7771710740353,254,309,1878.0,14344.0,155188.54770904043,428.9009914043232,erdos_renyi,0.30000000000000004,13.0,
15.36,0.014404761904761903,3.0,3.0,50,384,1,1,768.0000000000001,13142.000000000004,172.88069077747045,128.54499168209,0,33,2619.0,29185.0,69402.98316953202,582.7250557160055,249,309,1851.0000000000005,14283.0,139657.67797076743,413.3144066719237,erdos_renyi,0.30000000000000004,14.0,
14.48,0.01477891156462585,3.0,3.0,50,362,1,1,724.0000000000001,11626.000000000004,182.12270255656884,125.80843035435696,0,50,2193.9999999999995,23003.999999999993,156775.0973599802,466.90554256427583,149,223,1469.9999999999998,10322.0,188107.50270941193,303.885309979391,erdos_renyi,0.30000000000000004,15.0,
15.08,0.014489795918367345,3.0,3.0,50,377,1,1,753.9999999999999,12640.0,174.81999146198095,127.77773515899803,0,33,2509.0,27406.999999999993,72717.99977060288,562.0512002594536,220,286,1755.0,13215.000000000004,158079.8485513205,385.7387962072033,erdos_renyi,0.30000000000000004,16.0,
14.84,0.014710884353741498,3.0,3.0,50,371,1,1,742.0,12360.0,179.87508782789536,126.70313397337453,0,41,2398.0,26270.0,257064.03607114722,512.9507641219157,205,265,1656.0,12358.0,135451.05925504403,367.86709595660784,erdos_renyi,0.30000000000000004,17.0,
14.04,0.015051020408163265,3.0,3.0,50,351,1,1,702.0,10978.0,189.06627855057488,124.16479255682115,0,47,2064.0,21285.999999999996,118718.92127696937,447.4845653851263,118,192,1362.0000000000002,8980.000000000002,231983.10417114795,275.82395176108633,erdos_renyi,0.30000000000000004,18.0,
14.64,0.014693877551020407,3.0,3.0,50,366,1,1,732.0,11812.0,179.6047853834439,126.45266810129421,0,39,2325.0,24656.999999999993,100322.6184670008,514.701083889577,180,246,1592.9999999999998,11308.999999999996,128347.5592316392,353.8363289559313,erdos_renyi,0.30000000000000004,19.0,
16.88,0.01370748299319728,3.0,3.0,50,422,1,1,844.0,15608.0,154.85083798804553,133.5891807891326,0,17,3244.0000000000005,38256.0,53420.3922831819,727.6566107034405,384,439,2400.0,20360.0,141561.79940460378,546.8863007107013,erdos_renyi,0.35000000000000003,0.0,
16.6,0.013826530612244895,3.0,3.0,50,415,1,1,829.9999999999999,15254.000000000002,160.0723670796445,132.43333938515792,0,17,3155.0,37323.0,56165.82362550228,705.4211385025192,369,421,2325.0,19732.999999999996,144269.97799464042,531.6763749757878,erdos_renyi,0.35000000000000003,1.0,
16.52,0.013860544217687072,3.0,3.0,50,413,1,1,826.0,14974.000000000004,157.52765571805503,132.57819493069226,0,23,3123.999999999999,36815.999999999985,50743.20463928106,695.426886544233,364,416,2298.0,19714.0,145863.52841641384,520.9355394048882,erdos_renyi,0.35000000000000003,2.0,
17.08,0.013571428571428575,2.0,3.0,50,427,1,1,853.9999999999998,15965.999999999996,151.6360893315406,134.31014352498016,0,15,3326.0000000000005,39508.0,45664.03415471972,748.4565095216851,404,454,2472.0,21301.999999999996,124305.45315993835,569.0306724108303,erdos_renyi,0.35000000000000003,3.0,
17.4,0.01343537414965986,2.0,3.0,50,435,1,1,870.0000000000002,16552.00000000001,149.06028768160888,135.20552186963764,0,15,3489.0,42453.0,50848.080987496876,772.1340238389793,444,495,2619.0,23436.999999999993,143418.81424307512,593.8251028452054,erdos_renyi,0.35000000000000003,4.0,
17.36,0.013503401360544218,3.0,3.0,50,434,1,1,868.0,16427.999999999996,149.92213840708163,135.07666157831403,0,10,3516.9999999999995,42181.0,43490.65443539454,787.5363387409294,457,503,2649.0,23529.000000000004,103760.71326045509,616.5630467533973,erdos_renyi,0.35000000000000003,5.0,
17.12,0.01357142857142857,3.0,3.0,50,428,1,1,856.0,16084.0,152.72744306961934,134.25144414269428,0,21,3340.0,39962.0,51184.234768491,741.084243093162,409,461,2484.0,21590.000000000004,133472.14090501273,567.2751142211532,erdos_renyi,0.35000000000000003,6.0,
18.88,0.012806122448979591,2.0,3.0,50,472,1,1,943.9999999999999,19403.999999999996,136.58802866193557,139.33652838508104,0,3,4175.0,53528.99999999998,43158.17917071737,910.8007758043315,611,651,3231.0,31213.000000000007,112086.70679862019,737.2361793679956,erdos_renyi,0.35000000000000003,7.0,
16.44,0.013928571428571427,3.0,3.0,50,411,1,1,821.9999999999999,14945.999999999998,161.64660901687438,131.97939848483446,0,21,3050.9999999999995,35445.0,79804.37942766535,681.1251675127936,339,397,2229.0000000000005,18371.000000000004,155438.51607350804,504.5196036855324,erdos_renyi,0.35000000000000003,8.0,
17.48,0.013435374149659863,3.0,3.0,50,437,1,1,873.9999999999999,16612.0,147.69879643977225,135.55666395980307,0,12,3502.0,42812.0,46827.030769083794,780.1748176901383,445,492,2628.0000000000005,23000.000000000004,92864.26262428568,620.6926582299741,erdos_renyi,0.35000000000000003,9.0,
16.2,0.014064625850340136,3.0,3.0,50,405,1,1,810.0000000000001,14408.000000000004,161.75572403506268,131.5080941692878,0,25,2898.0000000000005,32474.00000000002,60041.387189257264,656.7440709371474,303,361,2088.0000000000005,16514.0,227332.2742733399,465.3494587538059,erdos_renyi,0.35000000000000003,10.0,
16.84,0.013707482993197278,3.0,3.0,50,421,1,1,842.0,15584.0,155.52243052204452,133.40618205972373,0,20,3200.0000000000005,37786.0,139192.16573128005,707.18246283013,377,428,2358.0000000000005,20170.000000000004,118795.00186553222,542.533779110803,erdos_renyi,0.35000000000000003,11.0,
16.64,0.013775510204081631,3.0,3.0,50,416,1,1,831.9999999999999,15207.999999999995,155.893132378292,132.97468149441593,0,21,3094.0000000000005,36052.0,51326.39974405833,695.706491841466,347,400,2262.0,18812.0,129460.46627556137,522.4587310702892,erdos_renyi,0.35000000000000003,12.0,
17.48,0.013401360544217686,2.0,3.0,50,437,1,1,874.0,16630.0,147.7966142686825,135.5350085662849,0,11,3490.0,42218.000000000015,45573.99901855332,781.33754222737,440,488,2616.0000000000005,22868.0,131687.87255371286,603.0670031320386,erdos_renyi,0.35000000000000003,13.0,
17.64,0.013333333333333332,2.0,3.0,50,441,1,1,881.9999999999999,17020.0,147.08640962578525,135.86646603369533,0,13,3648.0000000000005,45349.99999999998,45604.48615174034,804.1631425713013,489,537,2766.0,25417.999999999996,114489.86780612961,634.0178526585114,erdos_renyi,0.35000000000000003,14.0,
16.88,0.013673469387755101,3.0,3.0,50,422,1,1,843.9999999999999,15626.0,154.21192937531796,133.63277104097264,0,23,3190.0000000000005,37704.000000000015,54450.08447421878,709.4352328533508,369,426,2346.0,20030.0,145003.71505781857,529.2222280237305,erdos_renyi,0.35000000000000003,15.0,
17.72,0.013299319727891157,2.0,3.0,50,443,1,1,886.0000000000002,17026.000000000004,145.18661092073552,136.3043811984058,0,7,3646.0,43961.99999999997,42911.93568276584,816.154203500861,484,528,2760.0,24760.000000000007,114195.78882967126,642.9286697124568,erdos_renyi,0.35000000000000003,16.0,
17.8,0.013282312925170068,3.0,3.0,50,445,1,1,890.0000000000001,17386.000000000004,146.0953179437343,136.24067219184062,0,10,3755.0,46491.0,53581.831135109074,825.0335558153583,520,565,2865.0,26865.000000000004,147427.36880987184,644.7114224301839,erdos_renyi,0.35000000000000003,17.0,
16.68,0.013741496598639453,2.0,3.0,50,417,1,1,834.0,15144.000000000004,154.37466812136972,133.28972499230355,0,17,3078.0,35060.0,47215.49958628033,704.4473249913992,341,390,2243.9999999999995,17964.0,115232.39694435625,530.7447466776077,erdos_renyi,0.35000000000000003,18.0,
17.28,0.013486394557823128,2.0,3.0,50,432,1,1,863.9999999999999,16204.0,149.04034449996928,135.04408523432198,0,13,3423.0,41031.00000000001,46542.05970887121,766.6180241427974,426,475,2559.0000000000005,22187.000000000004,120174.90751035865,593.5389635648423,erdos_renyi,0.35000000000000003,19.0,
0.6470588235294118,0.002116755793226382,4.0,inf,34,11,23,28,22.0,68.00000000000001,129.00000000000003,1.6739764335716703,0,4,22.0,67.99999999999999,129.00000000000003,1.6739764335716703,0,0,0.0,0.0,0.0,-inf,karate_club,,,0.1
0.8235294117647058,0.0030637254901960784,4.0,inf,34,14,20,25,27.999999999999993,83.99999999999997,208.33333333333317,2.667228206581958,0,4,28.000000000000007,84.0,208.33333333333306,2.6672282065819606,0,0,0.0,0.0,0.0,-inf,karate_club,,,0.1473684210526316
1.1764705882352942,0.005347593582887701,4.0,3.0,34,20,16,22,40.00000000000001,156.00000000000006,318.8481481481483,4.73342452151177,1,7,43.0,165.00000000000003,342.29629629629613,5.780743515792333,0,0,3.0,9.0,0.6666666666666666,0.4054651081081645,karate_club,,,0.19473684210526315
1.411764705882353,0.007798573975044563,5.0,3.0,34,24,14,22,48.0,204.00000000000003,402.56363636363636,6.251077778203584,1,9,56.999999999999986,246.9999999999998,532.1398601398599,8.171670119274602,0,0,9.0,27.0,4.0,1.9095425048844386,karate_club,,,0.24210526315789474
1.588235294117647,0.009135472370766489,4.0,3.0,34,27,12,21,54.0,243.99999999999994,472.20987654320953,7.327380526987401,1,11,65.99999999999997,295.9999999999997,633.36,10.385913701780417,0,0,12.0,36.0,6.666666666666667,2.7850112422383386,karate_club,,,0.2894736842105263
1.9411764705882353,0.0535873440285205,8.0,3.0,34,33,8,17,66.0,307.99999999999994,966.1447196870963,8.316463234938919,2,12,81.0,372.9999999999999,1356.6593406593738,12.255212748463839,0,0,15.0,49.0,11.142857142857144,3.4499875458315876,karate_club,,,0.33684210526315794
2.1176470588235294,0.046290106951871655,7.0,3.0,34,36,7,17,71.99999999999999,359.99999999999983,790.9001972867978,10.64882726590468,2,13,93.00000000000001,445.0000000000001,1193.0338297786623,16.658096127538556,0,0,21.0,69.0,20.857142857142858,5.241747015059643,karate_club,,,0.38421052631578945
2.176470588235294,0.04595588235294117,7.0,3.0,34,37,7,17,73.99999999999997,381.99999999999966,780.2880843390208,11.18567061739862,2,12,101.00000000000001,497.0,1207.9986541933317,19.270708588824338,1,1,27.0,99.0,23.55,7.154615356913661,karate_club,,,0.43157894736842106
2.3529411764705883,0.04261363636363636,7.0,3.0,34,40,7,15,80.0,425.99999999999994,659.0461403277532,14.26067977885281,3,13,112.99999999999999,564.9999999999998,1204.8705775314195,23.457723677214275,1,1,33.0,122.99999999999999,38.31666666666668,8.85106464633739,karate_club,,,0.4789473684210527
2.588235294117647,0.039828431372549024,7.0,3.0,34,44,7,13,88.0,494.0000000000001,555.2997467903152,17.87258680386542,4,12,130.0,668.0000000000002,1139.7654954180093,30.24049569215753,1,1,41.999999999999986,157.99999999999997,67.9058229352347,11.43306559772322,karate_club,,,0.5263157894736842
2.7058823529411766,0.03698752228163993,7.0,3.0,34,46,7,12,92.0,522.0000000000001,497.8590859836679,19.923443082132295,5,11,137.0,710.9999999999999,1084.624990393642,33.184895508678515,1,1,45.0,173.0,79.89157527417748,12.232784681127287,karate_club,,,0.5736842105263158
3.0588235294117645,0.05492424242424242,7.0,3.0,34,52,3,9,104.00000000000001,643.9999999999999,699.3706042095407,21.25589242881844,5,13,155.0,852.9999999999995,1475.3048203604133,36.58216028235696,1,1,51.0,193.0,103.8200025391989,14.16850967195737,karate_club,,,0.6210526315789474
3.1176470588235294,0.05225044563279856,7.0,3.0,34,53,3,10,106.0,669.9999999999999,675.7681649392642,21.9391513637907,6,13,157.00000000000003,879.0000000000002,1412.5911486900673,37.33636380769222,1,1,51.0,193.0,103.8200025391989,14.16850967195737,karate_club,,,0.6684210526315789
3.2941176470588234,0.05531417112299465,7.0,3.0,34,56,2,9,111.99999999999997,735.9999999999999,699.5680639050173,23.424209099481466,7,14,166.0,958.0,1459.9578831596673,39.82356200514708,1,1,54.0,205.99999999999997,119.88160696663842,14.940630613001947,karate_club,,,0.7157894736842105
3.411764705882353,0.051581996434937605,6.0,3.0,34,58,2,9,115.99999999999999,791.9999999999998,667.5260642171055,24.53258053627529,8,15,176.0,1048.0,1437.7259518263731,42.877193377211036,2,2,60.0,240.0,127.47481293493259,16.814659304511856,karate_club,,,0.7631578947368421
3.764705882352941,0.05057932263814617,5.0,3.0,34,64,1,6,128.00000000000003,960.0000000000002,643.1438430517452,27.88543345262555,9,16,203.0,1293.0,1603.4449988202703,50.527536757642686,3,4,74.99999999999999,317.0,195.8494652547284,20.972814254574157,karate_club,,,0.8105263157894737
3.9411764705882355,0.04985516934046346,5.0,3.0,34,67,1,5,134.0,1028.0,605.2542862492195,29.887424562493823,8,16,221.00000000000003,1418.9999999999995,1785.401704696597,55.918447195450945,3,4,87.0,374.9999999999999,281.375116802702,24.370604288115473,karate_club,,,0.8578947368421053
4.0588235294117645,0.04851827094474153,5.0,3.0,34,69,1,5,138.00000000000003,1088.0000000000005,569.1935462532787,31.19780531343542,9,16,228.0,1500.0000000000005,1756.864876814624,58.261361261921955,3,4,90.00000000000001,396.0000000000002,305.6820051192945,25.137013290081953,karate_club,,,0.9052631578947369
4.352941176470588,0.045008912655971484,5.0,3.0,34,74,1,4,148.0,1260.0000000000005,505.44045664006177,34.00994291917142,8,14,262.0,1868.0,2393.4561996945185,65.23375631084862,5,7,114.00000000000003,560.0000000000001,503.8221437883456,30.620057387331624,karate_club,,,0.9526315789473684
4.588235294117647,0.044006238859180036,5.0,3.0,34,78,1,3,155.99999999999997,1367.9999999999998,470.2681849848135,36.16624994757942,8,13,290.99999999999994,2122.999999999999,2521.218458469853,73.3747765010587,8,10,135.0,707.0000000000005,604.8026856227234,36.48820847238743,karate_club,,,1.0
1.2,0.012112010796221321,9.0,inf,40,24,16,23,47.99999999999999,133.99999999999997,867.7083333333369,5.50435544995929,0,7,48.0,134.00000000000003,867.7083333333321,5.504355449959313,0,0,0.0,0.0,0.0,-inf,weighted_filtration,,0.0,0.1
2.2,0.05222672064777327,8.0,3.0,40,44,6,15,87.99999999999999,359.9999999999999,1298.3013808285175,14.96543521512375,8,17,93.99999999999997,378.0,1397.1566978282503,17.107089941305105,0,0,6.0,18.0,2.0,1.0986122886681098,weighted_filtration,,0.0,0.2
3.35,0.05064102564102564,7.0,3.0,40,67,2,9,133.99999999999994,693.9999999999995,972.7071947846453,32.20906212283493,24,32,149.00000000000003,763.0000000000002,1214.6259348517028,36.443040802462455,0,0,14.999999999999998,52.999999999999986,11.923076923076925,3.2580965380214812,weighted_filtration,,0.0,0.30000000000000004
4.7,0.04075573549257759,6.0,3.0,40,94,1,4,188.0,1244.0000000000002,598.1455356004342,48.002271292648715,33,39,254.00000000000006,1548.000000000001,1751.7960789429,66.2502677058552,0,0,66.0,240.0,219.52025076937477,18.32600391623391,weighted_filtration,,0.0,0.4
5.25,0.03788798920377867,6.0,3.0,40,105,1,4,210.0,1536.0000000000002,550.0438740086229,52.293357478339196,37,44,297.0,1921.0000000000002,2038.2351672437871,77.26990389741651,0,3,87.0,321.00000000000006,394.84699765744347,24.42099982669967,weighted_filtration,,0.0,0.5
6.65,0.028981106612685558,4.0,3.0,40,133,1,2,266.0,2338.0,354.88059443653833,64.1048789828601,46,56,413.0,3034.999999999999,3779.141685602853,102.2098500926579,1,7,147.0,617.0000000000002,1375.3509810284554,38.28905394633278,weighted_filtration,,0.0,0.6
8.05,0.023987854251012148,3.0,3.0,40,161,1,1,322.0,3206.0,243.5069772329337,74.11396668621276,38,58,576.9999999999999,4471.0,11394.711878223261,133.31784362072665,1,18,255.00000000000006,1121.0,5215.533297787339,62.71882116472974,weighted_filtration,,0.0,0.7000000000000001
9.1,0.022368421052631576,3.0,3.0,40,182,1,1,363.99999999999994,4061.999999999999,215.42555173802654,79.00473317933496,16,51,771.9999999999999,6516.0,167852.4165446833,141.7147171639209,9,39,408.0,2086.0,24370.797568894814,82.4844437448625,weighted_filtration,,0.0,0.8
10.45,0.020107962213225368,3.0,3.0,40,209,1,1,418.0,5134.000000000002,171.06894528611465,85.75930864813472,3,42,1021.0000000000001,9015.0,3581576.4084439855,166.94702019390115,34,70,603.0,3417.0,46252.30900476204,127.82070938601974,weighted_filtration,,0.0,0.9
11.5,0.0189608636977058,3.0,3.0,40,230,1,1,460.0,6088.0,151.7135592740374,89.97264344188609,0,36,1240.0000000000002,11510.0,1692220.859291002,240.83824893075007,60,102,780.0,4797.999999999999,64545.01650097589,164.38685178884822,weighted_filtration,,0.0,1.0
1.65,0.05721997300944669,10.0,9.0,40,33,9,20,66.0,222.0,1690.6284348865001,5.0558476369178,2,13,65.99999999999999,221.99999999999994,1690.6284348865,5.055847636917795,0,0,0.0,0.0,0.0,-inf,weighted_filtration,,1.0,0.1
2.6,0.04686234817813765,7.0,3.0,40,52,5,13,104.00000000000001,492.0,1030.3730767824231,21.312242611165207,15,23,110.0,510.00000000000017,1112.9493588258927,23.455399967231134,0,0,6.0,18.0,2.0,1.0986122886681098,weighted_filtration,,1.0,0.2
3.2,0.04773954116059379,7.0,3.0,40,64,3,9,128.00000000000003,670.0000000000002,908.4359803470013,30.03526498779362,23,29,139.99999999999997,723.9999999999998,1142.975480651768,32.88542257848483,0,0,12.0,38.0,7.083333333333334,2.667228206581955,weighted_filtration,,1.0,0.30000000000000004
4.25,0.04197031039136302,7.0,3.0,40,85,2,5,169.99999999999997,1061.9999999999995,661.7072844383465,43.111504738610435,34,39,209.00000000000003,1241.0000000000002,1310.3897470407999,53.68835905540307,0,0,39.0,131.0,69.10784313725489,10.826929794152903,weighted_filtration,,1.0,0.4
5.35,0.03508771929824561,5.0,3.0,40,107,1,3,213.99999999999997,1570.0,463.3075784462357,54.53520363488841,48,53,274.00000000000006,1862.0000000000011,1352.5876906148483,71.041413419665,0,0,59.99999999999999,211.99999999999997,167.61631016042782,17.15009329912944,weighted_filtration,,1.0,0.5
6.3,0.029824561403508764,4.0,3.0,40,126,1,1,252.00000000000006,2032.000000000001,325.77420850814184,63.63194422057297,53,59,354.00000000000006,2526.0,2194.1380749995124,90.83083228483464,0,3,102.0,382.0,533.1681233949579,29.1954360531065,weighted_filtration,,1.0,0.6
7.45,0.026012145748987848,3.0,3.0,40,149,1,1,298.0,2798.0,262.7498016315155,70.86270233467665,49,61,496.0000000000001,3884.0000000000005,10166.818580478368,115.41809574269475,5,13,197.99999999999994,909.9999999999997,2549.260466823802,50.18074773523331,weighted_filtration,,1.0,0.7000000000000001
8.5,0.023684210526315787,3.0,3.0,40,170,1,1,340.0,3542.0,224.04678970419374,76.6095191313906,39,59,646.0000000000001,5312.0,28925.554285960232,137.49714038532866,10,27,305.9999999999999,1530.0,7884.430100297491,71.01151960501248,weighted_filtration,,1.0,0.8
9.75,0.02149122807017544,3.0,3.0,40,195,1,1,390.0,4500.0,185.43622018735803,82.89343554416386,23,54,852.0000000000001,7246.000000000001,206344.26767436633,166.9214452228614,21,50,462.0,2490.0000000000005,20781.45344567759,102.82189487818384,weighted_filtration,,1.0,0.9
11.4,0.01926450742240216,3.0,3.0,40,228,1,1,456.0,5960.0,152.4736480863131,89.72613605472475,2,44,1182.0,10963.999999999995,56383393.235158205,167.19997109921943,55,92,726.0,4459.999999999999,55106.83259763669,155.45705991307335,weighted_filtration,,1.0,1.0
0.75,0.0005398110661268556,3.0,inf,40,15,25,29,30.0,75.99999999999999,183.99999999999991,4.852030263919618,0,4,30.0,76.0,184.00000000000006,4.852030263919614,0,0,0.0,0.0,0.0,-inf,weighted_filtration,,2.0,0.1
2.65,0.05522941970310391,9.0,3.0,40,53,3,13,106.0,503.99999999999994,1322.5375987476025,20.119548142970064,14,23,112.0,521.9999999999999,1418.8115074536174,22.265479425918727,0,0,6.0,18.0,2.0,1.0986122886681098,weighted_filtration,,2.0,0.2
3.85,0.042071524966261806,6.0,3.0,40,77,2,7,154.0,916.0000000000002,711.4649198423529,38.82117623466948,31,37,177.99999999999997,1020.0000000000002,1097.5415392363357,45.442827076336,0,0,24.0,72.0,24.0,6.591673732008658,weighted_filtration,,2.0,0.30000000000000004
5.2,0.03717948717948717,5.0,3.0,40,104,1,3,208.00000000000006,1500.000000000001,510.3521430119667,52.94491008677364,42,48,277.0,1805.0000000000002,1636.1228819369092,72.44435390706573,0,1,69.0,241.0,232.9262553802009,19.717710354779285,weighted_filtration,,2.0,0.4
6.2,0.03164642375168691,5.0,3.0,40,124,1,3,248.0,2037.9999999999995,397.07685689239554,61.253833165082945,48,56,362.0,2521.9999999999995,2691.76372654805,93.47500912882604,1,4,114.0,435.99999999999994,663.6606005952534,32.21933986010232,weighted_filtration,,2.0,0.5
7.5,0.02634952766531714,4.0,3.0,40,150,1,1,300.0,2816.0000000000005,268.4322014378414,70.94999707355716,47,59,495.0000000000002,3739.0000000000023,5183.282765931615,122.17199037143116,1,11,195.0,811.0000000000001,2427.0293285560842,51.7309524853344,weighted_filtration,,2.0,0.6
8.6,0.023582995951417003,3.0,3.0,40,172,1,1,344.0,3598.0000000000014,221.46300315099916,77.1693479207748,32,53,668.0,5315.999999999999,16462.064058903077,150.5858741600812,7,27,324.00000000000006,1542.0,9546.920217594878,76.68129984905137,weighted_filtration,,2.0,0.7000000000000001
9.5,0.021896086369770577,3.0,3.0,40,190,1,1,380.0,4300.0,193.94256882492607,81.60052941556205,23,53,800.0000000000001,6746.000000000002,58907.01725092107,159.5137701016133,12,39,419.99999999999994,2157.999999999999,19376.650622494293,91.25683582555193,weighted_filtration,,2.0,0.8
10.5,0.020445344129554656,3.0,3.0,40,210,1,1,420.0,5171.999999999999,173.2238386811975,85.81558071014729,9,49,989.9999999999999,8770.0,574248.8388703446,179.0783358352803,28,64,570.0,3181.9999999999995,37941.402715995915,120.42499201902099,weighted_filtration,,2.0,0.9
